"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Slovenia (SI)","Generation - Solar  [MW] Intraday / Slovenia (SI)","Generation - Solar  [MW] Current / Slovenia (SI)"
"20.11.2022 07:00 - 20.11.2022 08:00","1","N/A","1"
"20.11.2022 08:00 - 20.11.2022 09:00","6","N/A","6"
"20.11.2022 09:00 - 20.11.2022 10:00","12","N/A","13"
"20.11.2022 10:00 - 20.11.2022 11:00","18","N/A","20"
"20.11.2022 11:00 - 20.11.2022 12:00","24","N/A","28"
"20.11.2022 12:00 - 20.11.2022 13:00","26","N/A","32"
"20.11.2022 13:00 - 20.11.2022 14:00","22","N/A","29"
"20.11.2022 14:00 - 20.11.2022 15:00","14","N/A","19"
"20.11.2022 15:00 - 20.11.2022 16:00","5","N/A","6"
"20.11.2022 16:00 - 20.11.2022 17:00","0","N/A","0"
"20.11.2022 17:00 - 20.11.2022 18:00","0","N/A","0"
"20.11.2022 18:00 - 20.11.2022 19:00","0","N/A","0"
"20.11.2022 19:00 - 20.11.2022 20:00","0","N/A","0"
"20.11.2022 20:00 - 20.11.2022 21:00","0","N/A","0"
"20.11.2022 21:00 - 20.11.2022 22:00","0","N/A","0"
"20.11.2022 22:00 - 20.11.2022 23:00","0","N/A","0"
"20.11.2022 23:00 - 21.11.2022 00:00","0","N/A","0"
"21.11.2022 00:00 - 21.11.2022 01:00","0","N/A","0"
"21.11.2022 01:00 - 21.11.2022 02:00","0","N/A","0"
"21.11.2022 02:00 - 21.11.2022 03:00","0","N/A","0"
"21.11.2022 03:00 - 21.11.2022 04:00","0","N/A","0"
"21.11.2022 04:00 - 21.11.2022 05:00","0","N/A","0"
"21.11.2022 05:00 - 21.11.2022 06:00","0","N/A","0"
"21.11.2022 06:00 - 21.11.2022 07:00","0","N/A","0"
"21.11.2022 07:00 - 21.11.2022 08:00","1","N/A","1"
"21.11.2022 08:00 - 21.11.2022 09:00","7","N/A","9"
"21.11.2022 09:00 - 21.11.2022 10:00","18","N/A","22"
"21.11.2022 10:00 - 21.11.2022 11:00","28","N/A","28"
"21.11.2022 11:00 - 21.11.2022 12:00","35","N/A","36"
"21.11.2022 12:00 - 21.11.2022 13:00","41","N/A","40"
"21.11.2022 13:00 - 21.11.2022 14:00","36","N/A","36"
"21.11.2022 14:00 - 21.11.2022 15:00","23","N/A","22"
"21.11.2022 15:00 - 21.11.2022 16:00","7","N/A","7"
"21.11.2022 16:00 - 21.11.2022 17:00","0","N/A","0"
"21.11.2022 17:00 - 21.11.2022 18:00","0","N/A","0"
"21.11.2022 18:00 - 21.11.2022 19:00","0","N/A","0"
"21.11.2022 19:00 - 21.11.2022 20:00","0","N/A","0"
"21.11.2022 20:00 - 21.11.2022 21:00","0","N/A","0"
"21.11.2022 21:00 - 21.11.2022 22:00","0","N/A","0"
"21.11.2022 22:00 - 21.11.2022 23:00","0","N/A","0"
"21.11.2022 23:00 - 22.11.2022 00:00","0","N/A","0"
"22.11.2022 00:00 - 22.11.2022 01:00","0","N/A","0"
"22.11.2022 01:00 - 22.11.2022 02:00","0","N/A","0"
"22.11.2022 02:00 - 22.11.2022 03:00","0","N/A","0"
"22.11.2022 03:00 - 22.11.2022 04:00","0","N/A","0"
"22.11.2022 04:00 - 22.11.2022 05:00","0","N/A","0"
"22.11.2022 05:00 - 22.11.2022 06:00","0","N/A","0"
"22.11.2022 06:00 - 22.11.2022 07:00","0","N/A","0"
"22.11.2022 07:00 - 22.11.2022 08:00","1","N/A","1"
"22.11.2022 08:00 - 22.11.2022 09:00","4","N/A","5"
"22.11.2022 09:00 - 22.11.2022 10:00","7","N/A","8"
"22.11.2022 10:00 - 22.11.2022 11:00","8","N/A","10"
"22.11.2022 11:00 - 22.11.2022 12:00","9","N/A","10"
"22.11.2022 12:00 - 22.11.2022 13:00","6","N/A","8"
"22.11.2022 13:00 - 22.11.2022 14:00","5","N/A","5"
"22.11.2022 14:00 - 22.11.2022 15:00","3","N/A","4"
"22.11.2022 15:00 - 22.11.2022 16:00","1","N/A","1"
"22.11.2022 16:00 - 22.11.2022 17:00","0","N/A","0"
"22.11.2022 17:00 - 22.11.2022 18:00","0","N/A","0"
"22.11.2022 18:00 - 22.11.2022 19:00","0","N/A","0"
"22.11.2022 19:00 - 22.11.2022 20:00","0","N/A","0"
"22.11.2022 20:00 - 22.11.2022 21:00","0","N/A","0"
"22.11.2022 21:00 - 22.11.2022 22:00","0","N/A","0"
"22.11.2022 22:00 - 22.11.2022 23:00","0","N/A","0"
"22.11.2022 23:00 - 23.11.2022 00:00","0","N/A","0"
"23.11.2022 00:00 - 23.11.2022 01:00","0","N/A","0"
"23.11.2022 01:00 - 23.11.2022 02:00","0","N/A","0"
"23.11.2022 02:00 - 23.11.2022 03:00","0","N/A","0"
"23.11.2022 03:00 - 23.11.2022 04:00","0","N/A","0"
"23.11.2022 04:00 - 23.11.2022 05:00","0","N/A","0"
"23.11.2022 05:00 - 23.11.2022 06:00","0","N/A","0"
"23.11.2022 06:00 - 23.11.2022 07:00","0","N/A","0"
"23.11.2022 07:00 - 23.11.2022 08:00","1","N/A","1"
"23.11.2022 08:00 - 23.11.2022 09:00","7","N/A","7"
"23.11.2022 09:00 - 23.11.2022 10:00","15","N/A","15"
"23.11.2022 10:00 - 23.11.2022 11:00","23","N/A","21"
"23.11.2022 11:00 - 23.11.2022 12:00","29","N/A","28"
"23.11.2022 12:00 - 23.11.2022 13:00","31","N/A","30"
"23.11.2022 13:00 - 23.11.2022 14:00","27","N/A","25"
"23.11.2022 14:00 - 23.11.2022 15:00","20","N/A","17"
"23.11.2022 15:00 - 23.11.2022 16:00","7","N/A","6"
"23.11.2022 16:00 - 23.11.2022 17:00","0","N/A","0"
"23.11.2022 17:00 - 23.11.2022 18:00","0","N/A","0"
"23.11.2022 18:00 - 23.11.2022 19:00","0","N/A","0"
"23.11.2022 19:00 - 23.11.2022 20:00","0","N/A","0"
"23.11.2022 20:00 - 23.11.2022 21:00","0","N/A","0"
"23.11.2022 21:00 - 23.11.2022 22:00","0","N/A","0"
"23.11.2022 22:00 - 23.11.2022 23:00","0","N/A","0"
"23.11.2022 23:00 - 24.11.2022 00:00","0","N/A","0"
"24.11.2022 00:00 - 24.11.2022 01:00","0","N/A","0"
"24.11.2022 01:00 - 24.11.2022 02:00","0","N/A","0"
"24.11.2022 02:00 - 24.11.2022 03:00","0","N/A","0"
"24.11.2022 03:00 - 24.11.2022 04:00","0","N/A","0"
"24.11.2022 04:00 - 24.11.2022 05:00","0","N/A","0"
"24.11.2022 05:00 - 24.11.2022 06:00","0","N/A","0"
"24.11.2022 06:00 - 24.11.2022 07:00","0","N/A","0"
"24.11.2022 07:00 - 24.11.2022 08:00","1","N/A","1"
"24.11.2022 08:00 - 24.11.2022 09:00","9","N/A","11"
"24.11.2022 09:00 - 24.11.2022 10:00","20","N/A","26"
"24.11.2022 10:00 - 24.11.2022 11:00","35","N/A","45"
"24.11.2022 11:00 - 24.11.2022 12:00","45","N/A","54"
"24.11.2022 12:00 - 24.11.2022 13:00","47","N/A","56"
"24.11.2022 13:00 - 24.11.2022 14:00","35","N/A","45"
"24.11.2022 14:00 - 24.11.2022 15:00","22","N/A","25"
"24.11.2022 15:00 - 24.11.2022 16:00","6","N/A","6"
"24.11.2022 16:00 - 24.11.2022 17:00","0","N/A","0"
"24.11.2022 17:00 - 24.11.2022 18:00","0","N/A","0"
"24.11.2022 18:00 - 24.11.2022 19:00","0","N/A","0"
"24.11.2022 19:00 - 24.11.2022 20:00","0","N/A","0"
"24.11.2022 20:00 - 24.11.2022 21:00","0","N/A","0"
"24.11.2022 21:00 - 24.11.2022 22:00","0","N/A","0"
"24.11.2022 22:00 - 24.11.2022 23:00","0","N/A","0"
"24.11.2022 23:00 - 25.11.2022 00:00","0","N/A","0"
"25.11.2022 00:00 - 25.11.2022 01:00","0","N/A","0"
"25.11.2022 01:00 - 25.11.2022 02:00","0","N/A","0"
"25.11.2022 02:00 - 25.11.2022 03:00","0","N/A","0"
"25.11.2022 03:00 - 25.11.2022 04:00","0","N/A","0"
"25.11.2022 04:00 - 25.11.2022 05:00","0","N/A","0"
"25.11.2022 05:00 - 25.11.2022 06:00","0","N/A","0"
"25.11.2022 06:00 - 25.11.2022 07:00","0","N/A","0"
"25.11.2022 07:00 - 25.11.2022 08:00","1","N/A","1"
"25.11.2022 08:00 - 25.11.2022 09:00","10","N/A","10"
"25.11.2022 09:00 - 25.11.2022 10:00","22","N/A","23"
"25.11.2022 10:00 - 25.11.2022 11:00","35","N/A","38"
"25.11.2022 11:00 - 25.11.2022 12:00","44","N/A","43"
"25.11.2022 12:00 - 25.11.2022 13:00","42","N/A","40"
"25.11.2022 13:00 - 25.11.2022 14:00","37","N/A","35"
"25.11.2022 14:00 - 25.11.2022 15:00","22","N/A","20"
"25.11.2022 15:00 - 25.11.2022 16:00","6","N/A","6"
"25.11.2022 16:00 - 25.11.2022 17:00","0","N/A","0"
"25.11.2022 17:00 - 25.11.2022 18:00","0","N/A","0"
"25.11.2022 18:00 - 25.11.2022 19:00","0","N/A","0"
"25.11.2022 19:00 - 25.11.2022 20:00","0","N/A","0"
"25.11.2022 20:00 - 25.11.2022 21:00","0","N/A","0"
"25.11.2022 21:00 - 25.11.2022 22:00","0","N/A","0"
"25.11.2022 22:00 - 25.11.2022 23:00","0","N/A","0"
"25.11.2022 23:00 - 26.11.2022 00:00","0","N/A","0"
"26.11.2022 00:00 - 26.11.2022 01:00","0","N/A","0"
"26.11.2022 01:00 - 26.11.2022 02:00","0","N/A","0"
"26.11.2022 02:00 - 26.11.2022 03:00","0","N/A","0"
"26.11.2022 03:00 - 26.11.2022 04:00","0","N/A","0"
"26.11.2022 04:00 - 26.11.2022 05:00","0","N/A","0"
"26.11.2022 05:00 - 26.11.2022 06:00","0","N/A","0"
"26.11.2022 06:00 - 26.11.2022 07:00","0","N/A","0"
"26.11.2022 07:00 - 26.11.2022 08:00","1","N/A","1"
"26.11.2022 08:00 - 26.11.2022 09:00","7","N/A","9"
"26.11.2022 09:00 - 26.11.2022 10:00","16","N/A","20"
"26.11.2022 10:00 - 26.11.2022 11:00","29","N/A","31"
"26.11.2022 11:00 - 26.11.2022 12:00","37","N/A","36"
"26.11.2022 12:00 - 26.11.2022 13:00","38","N/A","35"
"26.11.2022 13:00 - 26.11.2022 14:00","38","N/A","33"
"26.11.2022 14:00 - 26.11.2022 15:00","23","N/A","22"
"26.11.2022 15:00 - 26.11.2022 16:00","7","N/A","7"
"26.11.2022 16:00 - 26.11.2022 17:00","0","N/A","0"
"26.11.2022 17:00 - 26.11.2022 18:00","0","N/A","0"
"26.11.2022 18:00 - 26.11.2022 19:00","0","N/A","0"
"26.11.2022 19:00 - 26.11.2022 20:00","0","N/A","0"
"26.11.2022 20:00 - 26.11.2022 21:00","0","N/A","0"
"26.11.2022 21:00 - 26.11.2022 22:00","0","N/A","0"
"26.11.2022 22:00 - 26.11.2022 23:00","0","N/A","0"
"26.11.2022 23:00 - 27.11.2022 00:00","0","N/A","0"
"27.11.2022 00:00 - 27.11.2022 01:00","0","N/A","0"
"27.11.2022 01:00 - 27.11.2022 02:00","0","N/A","0"
"27.11.2022 02:00 - 27.11.2022 03:00","0","N/A","0"
"27.11.2022 03:00 - 27.11.2022 04:00","0","N/A","0"
"27.11.2022 04:00 - 27.11.2022 05:00","0","N/A","0"
"27.11.2022 05:00 - 27.11.2022 06:00","0","N/A","0"
"27.11.2022 06:00 - 27.11.2022 07:00","0","N/A","0"
"27.11.2022 07:00 - 27.11.2022 08:00","2","N/A","2"
"27.11.2022 08:00 - 27.11.2022 09:00","16","N/A","16"
"27.11.2022 09:00 - 27.11.2022 10:00","37","N/A","35"
"27.11.2022 10:00 - 27.11.2022 11:00","65","N/A","59"
"27.11.2022 11:00 - 27.11.2022 12:00","78","N/A","76"
"27.11.2022 12:00 - 27.11.2022 13:00","75","N/A","73"
"27.11.2022 13:00 - 27.11.2022 14:00","64","N/A","63"
"27.11.2022 14:00 - 27.11.2022 15:00","38","N/A","38"
"27.11.2022 15:00 - 27.11.2022 16:00","10","N/A","10"
"27.11.2022 16:00 - 27.11.2022 17:00","0","N/A","0"
"27.11.2022 17:00 - 27.11.2022 18:00","0","N/A","0"
"27.11.2022 18:00 - 27.11.2022 19:00","0","N/A","0"
"27.11.2022 19:00 - 27.11.2022 20:00","0","N/A","0"
"27.11.2022 20:00 - 27.11.2022 21:00","0","N/A","0"
"27.11.2022 21:00 - 27.11.2022 22:00","0","N/A","0"
"27.11.2022 22:00 - 27.11.2022 23:00","0","N/A","0"
"27.11.2022 23:00 - 28.11.2022 00:00","0","N/A","0"
"28.11.2022 00:00 - 28.11.2022 01:00","0","N/A","0"
"28.11.2022 01:00 - 28.11.2022 02:00","0","N/A","0"
"28.11.2022 02:00 - 28.11.2022 03:00","0","N/A","0"
"28.11.2022 03:00 - 28.11.2022 04:00","0","N/A","0"
"28.11.2022 04:00 - 28.11.2022 05:00","0","N/A","0"
"28.11.2022 05:00 - 28.11.2022 06:00","0","N/A","0"
"28.11.2022 06:00 - 28.11.2022 07:00","0","N/A","0"
"28.11.2022 07:00 - 28.11.2022 08:00","2","N/A","2"
"28.11.2022 08:00 - 28.11.2022 09:00","12","N/A","13"
"28.11.2022 09:00 - 28.11.2022 10:00","26","N/A","25"
"28.11.2022 10:00 - 28.11.2022 11:00","39","N/A","39"
"28.11.2022 11:00 - 28.11.2022 12:00","47","N/A","42"
"28.11.2022 12:00 - 28.11.2022 13:00","41","N/A","36"
"28.11.2022 13:00 - 28.11.2022 14:00","32","N/A","28"
"28.11.2022 14:00 - 28.11.2022 15:00","18","N/A","17"
"28.11.2022 15:00 - 28.11.2022 16:00","5","N/A","5"
"28.11.2022 16:00 - 28.11.2022 17:00","0","N/A","0"
"28.11.2022 17:00 - 28.11.2022 18:00","0","N/A","0"
"28.11.2022 18:00 - 28.11.2022 19:00","0","N/A","0"
"28.11.2022 19:00 - 28.11.2022 20:00","0","N/A","0"
"28.11.2022 20:00 - 28.11.2022 21:00","0","N/A","0"
"28.11.2022 21:00 - 28.11.2022 22:00","0","N/A","0"
"28.11.2022 22:00 - 28.11.2022 23:00","0","N/A","0"
"28.11.2022 23:00 - 29.11.2022 00:00","0","N/A","0"
"29.11.2022 00:00 - 29.11.2022 01:00","0","N/A","0"
"29.11.2022 01:00 - 29.11.2022 02:00","0","N/A","0"
"29.11.2022 02:00 - 29.11.2022 03:00","0","N/A","0"
"29.11.2022 03:00 - 29.11.2022 04:00","0","N/A","0"
"29.11.2022 04:00 - 29.11.2022 05:00","0","N/A","0"
"29.11.2022 05:00 - 29.11.2022 06:00","0","N/A","0"
"29.11.2022 06:00 - 29.11.2022 07:00","0","N/A","0"
"29.11.2022 07:00 - 29.11.2022 08:00","1","N/A","1"
"29.11.2022 08:00 - 29.11.2022 09:00","7","N/A","7"
"29.11.2022 09:00 - 29.11.2022 10:00","15","N/A","14"
"29.11.2022 10:00 - 29.11.2022 11:00","23","N/A","21"
"29.11.2022 11:00 - 29.11.2022 12:00","27","N/A","25"
"29.11.2022 12:00 - 29.11.2022 13:00","27","N/A","24"
"29.11.2022 13:00 - 29.11.2022 14:00","25","N/A","21"
"29.11.2022 14:00 - 29.11.2022 15:00","16","N/A","12"
"29.11.2022 15:00 - 29.11.2022 16:00","5","N/A","4"
"29.11.2022 16:00 - 29.11.2022 17:00","0","N/A","0"
"29.11.2022 17:00 - 29.11.2022 18:00","0","N/A","0"
"29.11.2022 18:00 - 29.11.2022 19:00","0","N/A","0"
"29.11.2022 19:00 - 29.11.2022 20:00","0","N/A","0"
"29.11.2022 20:00 - 29.11.2022 21:00","0","N/A","0"
"29.11.2022 21:00 - 29.11.2022 22:00","0","N/A","0"
"29.11.2022 22:00 - 29.11.2022 23:00","0","N/A","0"
"29.11.2022 23:00 - 30.11.2022 00:00","0","N/A","0"
"30.11.2022 00:00 - 30.11.2022 01:00","0","N/A","0"
"30.11.2022 01:00 - 30.11.2022 02:00","0","N/A","0"
"30.11.2022 02:00 - 30.11.2022 03:00","0","N/A","0"
"30.11.2022 03:00 - 30.11.2022 04:00","0","N/A","0"
"30.11.2022 04:00 - 30.11.2022 05:00","0","N/A","0"
"30.11.2022 05:00 - 30.11.2022 06:00","0","N/A","0"
"30.11.2022 06:00 - 30.11.2022 07:00","0","N/A","0"
"30.11.2022 07:00 - 30.11.2022 08:00","1","N/A","1"
"30.11.2022 08:00 - 30.11.2022 09:00","8","N/A","8"
"30.11.2022 09:00 - 30.11.2022 10:00","18","N/A","19"
"30.11.2022 10:00 - 30.11.2022 11:00","26","N/A","28"
"30.11.2022 11:00 - 30.11.2022 12:00","31","N/A","32"
"30.11.2022 12:00 - 30.11.2022 13:00","31","N/A","30"
"30.11.2022 13:00 - 30.11.2022 14:00","26","N/A","24"
"30.11.2022 14:00 - 30.11.2022 15:00","15","N/A","14"
"30.11.2022 15:00 - 30.11.2022 16:00","5","N/A","4"
"30.11.2022 16:00 - 30.11.2022 17:00","0","N/A","0"
"30.11.2022 17:00 - 30.11.2022 18:00","0","N/A","0"
"30.11.2022 18:00 - 30.11.2022 19:00","0","N/A","0"
"30.11.2022 19:00 - 30.11.2022 20:00","0","N/A","0"
"30.11.2022 20:00 - 30.11.2022 21:00","0","N/A","0"
"30.11.2022 21:00 - 30.11.2022 22:00","0","N/A","0"
"30.11.2022 22:00 - 30.11.2022 23:00","0","N/A","0"
"30.11.2022 23:00 - 01.12.2022 00:00","0","N/A","0"
"01.12.2022 00:00 - 01.12.2022 01:00","0","N/A","0"
"01.12.2022 01:00 - 01.12.2022 02:00","0","N/A","0"
"01.12.2022 02:00 - 01.12.2022 03:00","0","N/A","0"
"01.12.2022 03:00 - 01.12.2022 04:00","0","N/A","0"
"01.12.2022 04:00 - 01.12.2022 05:00","0","N/A","0"
"01.12.2022 05:00 - 01.12.2022 06:00","0","N/A","0"
"01.12.2022 06:00 - 01.12.2022 07:00","0","N/A","0"
"01.12.2022 07:00 - 01.12.2022 08:00","1","N/A","1"
"01.12.2022 08:00 - 01.12.2022 09:00","8","N/A","8"
"01.12.2022 09:00 - 01.12.2022 10:00","21","N/A","19"
"01.12.2022 10:00 - 01.12.2022 11:00","30","N/A","26"
"01.12.2022 11:00 - 01.12.2022 12:00","35","N/A","27"
"01.12.2022 12:00 - 01.12.2022 13:00","33","N/A","24"
"01.12.2022 13:00 - 01.12.2022 14:00","26","N/A","19"
"01.12.2022 14:00 - 01.12.2022 15:00","15","N/A","10"
"01.12.2022 15:00 - 01.12.2022 16:00","4","N/A","3"
"01.12.2022 16:00 - 01.12.2022 17:00","0","N/A","0"
"01.12.2022 17:00 - 01.12.2022 18:00","0","N/A","0"
"01.12.2022 18:00 - 01.12.2022 19:00","0","N/A","0"
"01.12.2022 19:00 - 01.12.2022 20:00","0","N/A","0"
"01.12.2022 20:00 - 01.12.2022 21:00","0","N/A","0"
"01.12.2022 21:00 - 01.12.2022 22:00","0","N/A","0"
"01.12.2022 22:00 - 01.12.2022 23:00","0","N/A","0"
"01.12.2022 23:00 - 02.12.2022 00:00","0","N/A","0"
"02.12.2022 00:00 - 02.12.2022 01:00","0","N/A","0"
"02.12.2022 01:00 - 02.12.2022 02:00","0","N/A","0"
"02.12.2022 02:00 - 02.12.2022 03:00","0","N/A","0"
"02.12.2022 03:00 - 02.12.2022 04:00","0","N/A","0"
"02.12.2022 04:00 - 02.12.2022 05:00","0","N/A","0"
"02.12.2022 05:00 - 02.12.2022 06:00","0","N/A","0"
"02.12.2022 06:00 - 02.12.2022 07:00","0","N/A","0"
"02.12.2022 07:00 - 02.12.2022 08:00","0","N/A","0"
"02.12.2022 08:00 - 02.12.2022 09:00","4","N/A","5"
"02.12.2022 09:00 - 02.12.2022 10:00","11","N/A","11"
"02.12.2022 10:00 - 02.12.2022 11:00","17","N/A","18"
"02.12.2022 11:00 - 02.12.2022 12:00","20","N/A","23"
"02.12.2022 12:00 - 02.12.2022 13:00","19","N/A","24"
"02.12.2022 13:00 - 02.12.2022 14:00","16","N/A","20"
"02.12.2022 14:00 - 02.12.2022 15:00","8","N/A","12"
"02.12.2022 15:00 - 02.12.2022 16:00","3","N/A","4"
"02.12.2022 16:00 - 02.12.2022 17:00","0","N/A","0"
"02.12.2022 17:00 - 02.12.2022 18:00","0","N/A","0"
"02.12.2022 18:00 - 02.12.2022 19:00","0","N/A","0"
"02.12.2022 19:00 - 02.12.2022 20:00","0","N/A","0"
"02.12.2022 20:00 - 02.12.2022 21:00","0","N/A","0"
"02.12.2022 21:00 - 02.12.2022 22:00","0","N/A","0"
"02.12.2022 22:00 - 02.12.2022 23:00","0","N/A","0"
"02.12.2022 23:00 - 03.12.2022 00:00","0","N/A","0"
"03.12.2022 00:00 - 03.12.2022 01:00","0","N/A","0"
"03.12.2022 01:00 - 03.12.2022 02:00","0","N/A","0"
"03.12.2022 02:00 - 03.12.2022 03:00","0","N/A","0"
"03.12.2022 03:00 - 03.12.2022 04:00","0","N/A","0"
"03.12.2022 04:00 - 03.12.2022 05:00","0","N/A","0"
"03.12.2022 05:00 - 03.12.2022 06:00","0","N/A","0"
"03.12.2022 06:00 - 03.12.2022 07:00","0","N/A","0"
"03.12.2022 07:00 - 03.12.2022 08:00","0","N/A","0"
"03.12.2022 08:00 - 03.12.2022 09:00","3","N/A","4"
"03.12.2022 09:00 - 03.12.2022 10:00","8","N/A","10"
"03.12.2022 10:00 - 03.12.2022 11:00","12","N/A","14"
"03.12.2022 11:00 - 03.12.2022 12:00","14","N/A","16"
"03.12.2022 12:00 - 03.12.2022 13:00","14","N/A","16"
"03.12.2022 13:00 - 03.12.2022 14:00","11","N/A","13"
"03.12.2022 14:00 - 03.12.2022 15:00","6","N/A","8"
"03.12.2022 15:00 - 03.12.2022 16:00","2","N/A","2"
"03.12.2022 16:00 - 03.12.2022 17:00","0","N/A","0"
"03.12.2022 17:00 - 03.12.2022 18:00","0","N/A","0"
"03.12.2022 18:00 - 03.12.2022 19:00","0","N/A","0"
"03.12.2022 19:00 - 03.12.2022 20:00","0","N/A","0"
"03.12.2022 20:00 - 03.12.2022 21:00","0","N/A","0"
"03.12.2022 21:00 - 03.12.2022 22:00","0","N/A","0"
"03.12.2022 22:00 - 03.12.2022 23:00","0","N/A","0"
"03.12.2022 23:00 - 04.12.2022 00:00","0","N/A","0"
"04.12.2022 00:00 - 04.12.2022 01:00","0","N/A","0"
"04.12.2022 01:00 - 04.12.2022 02:00","0","N/A","0"
"04.12.2022 02:00 - 04.12.2022 03:00","0","N/A","0"
"04.12.2022 03:00 - 04.12.2022 04:00","0","N/A","0"
"04.12.2022 04:00 - 04.12.2022 05:00","0","N/A","0"
"04.12.2022 05:00 - 04.12.2022 06:00","0","N/A","0"
"04.12.2022 06:00 - 04.12.2022 07:00","0","N/A","0"
"04.12.2022 07:00 - 04.12.2022 08:00","0","N/A","0"
"04.12.2022 08:00 - 04.12.2022 09:00","3","N/A","3"
"04.12.2022 09:00 - 04.12.2022 10:00","7","N/A","7"
"04.12.2022 10:00 - 04.12.2022 11:00","11","N/A","9"
"04.12.2022 11:00 - 04.12.2022 12:00","12","N/A","12"
"04.12.2022 12:00 - 04.12.2022 13:00","11","N/A","13"
"04.12.2022 13:00 - 04.12.2022 14:00","8","N/A","9"
"04.12.2022 14:00 - 04.12.2022 15:00","5","N/A","5"
"04.12.2022 15:00 - 04.12.2022 16:00","1","N/A","1"
"04.12.2022 16:00 - 04.12.2022 17:00","0","N/A","0"
"04.12.2022 17:00 - 04.12.2022 18:00","0","N/A","0"
"04.12.2022 18:00 - 04.12.2022 19:00","0","N/A","0"
"04.12.2022 19:00 - 04.12.2022 20:00","0","N/A","0"
"04.12.2022 20:00 - 04.12.2022 21:00","0","N/A","0"
"04.12.2022 21:00 - 04.12.2022 22:00","0","N/A","0"
"04.12.2022 22:00 - 04.12.2022 23:00","0","N/A","0"
"04.12.2022 23:00 - 05.12.2022 00:00","0","N/A","0"
"05.12.2022 00:00 - 05.12.2022 01:00","0","N/A","0"
"05.12.2022 01:00 - 05.12.2022 02:00","0","N/A","0"
"05.12.2022 02:00 - 05.12.2022 03:00","0","N/A","0"
"05.12.2022 03:00 - 05.12.2022 04:00","0","N/A","0"
"05.12.2022 04:00 - 05.12.2022 05:00","0","N/A","0"
"05.12.2022 05:00 - 05.12.2022 06:00","0","N/A","0"
"05.12.2022 06:00 - 05.12.2022 07:00","0","N/A","0"
"05.12.2022 07:00 - 05.12.2022 08:00","0","N/A","0"
"05.12.2022 08:00 - 05.12.2022 09:00","3","N/A","3"
"05.12.2022 09:00 - 05.12.2022 10:00","9","N/A","8"
"05.12.2022 10:00 - 05.12.2022 11:00","13","N/A","12"
"05.12.2022 11:00 - 05.12.2022 12:00","15","N/A","15"
"05.12.2022 12:00 - 05.12.2022 13:00","15","N/A","16"
"05.12.2022 13:00 - 05.12.2022 14:00","10","N/A","11"
"05.12.2022 14:00 - 05.12.2022 15:00","6","N/A","6"
"05.12.2022 15:00 - 05.12.2022 16:00","1","N/A","1"
"05.12.2022 16:00 - 05.12.2022 17:00","0","N/A","0"
"05.12.2022 17:00 - 05.12.2022 18:00","0","N/A","0"
"05.12.2022 18:00 - 05.12.2022 19:00","0","N/A","0"
"05.12.2022 19:00 - 05.12.2022 20:00","0","N/A","0"
"05.12.2022 20:00 - 05.12.2022 21:00","0","N/A","0"
"05.12.2022 21:00 - 05.12.2022 22:00","0","N/A","0"
"05.12.2022 22:00 - 05.12.2022 23:00","0","N/A","0"
"05.12.2022 23:00 - 06.12.2022 00:00","0","N/A","0"
"06.12.2022 00:00 - 06.12.2022 01:00","0","N/A","0"
"06.12.2022 01:00 - 06.12.2022 02:00","0","N/A","0"
"06.12.2022 02:00 - 06.12.2022 03:00","0","N/A","0"
"06.12.2022 03:00 - 06.12.2022 04:00","0","N/A","0"
"06.12.2022 04:00 - 06.12.2022 05:00","0","N/A","0"
"06.12.2022 05:00 - 06.12.2022 06:00","0","N/A","0"
"06.12.2022 06:00 - 06.12.2022 07:00","0","N/A","0"
"06.12.2022 07:00 - 06.12.2022 08:00","0","N/A","0"
"06.12.2022 08:00 - 06.12.2022 09:00","6","N/A","6"
"06.12.2022 09:00 - 06.12.2022 10:00","17","N/A","18"
"06.12.2022 10:00 - 06.12.2022 11:00","29","N/A","31"
"06.12.2022 11:00 - 06.12.2022 12:00","33","N/A","36"
"06.12.2022 12:00 - 06.12.2022 13:00","32","N/A","32"
"06.12.2022 13:00 - 06.12.2022 14:00","24","N/A","24"
"06.12.2022 14:00 - 06.12.2022 15:00","13","N/A","13"
"06.12.2022 15:00 - 06.12.2022 16:00","3","N/A","3"
"06.12.2022 16:00 - 06.12.2022 17:00","0","N/A","0"
"06.12.2022 17:00 - 06.12.2022 18:00","0","N/A","0"
"06.12.2022 18:00 - 06.12.2022 19:00","0","N/A","0"
"06.12.2022 19:00 - 06.12.2022 20:00","0","N/A","0"
"06.12.2022 20:00 - 06.12.2022 21:00","0","N/A","0"
"06.12.2022 21:00 - 06.12.2022 22:00","0","N/A","0"
"06.12.2022 22:00 - 06.12.2022 23:00","0","N/A","0"
"06.12.2022 23:00 - 07.12.2022 00:00","0","N/A","0"
"07.12.2022 00:00 - 07.12.2022 01:00","0","N/A","0"
"07.12.2022 01:00 - 07.12.2022 02:00","0","N/A","0"
"07.12.2022 02:00 - 07.12.2022 03:00","0","N/A","0"
"07.12.2022 03:00 - 07.12.2022 04:00","0","N/A","0"
"07.12.2022 04:00 - 07.12.2022 05:00","0","N/A","0"
"07.12.2022 05:00 - 07.12.2022 06:00","0","N/A","0"
"07.12.2022 06:00 - 07.12.2022 07:00","0","N/A","0"
