"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Slovenia (SI)","Generation - Solar  [MW] Intraday / Slovenia (SI)","Generation - Solar  [MW] Current / Slovenia (SI)"
"25.03.2022 15:00 - 25.03.2022 16:00","87","N/A","88"
"25.03.2022 16:00 - 25.03.2022 17:00","46","N/A","47"
"25.03.2022 17:00 - 25.03.2022 18:00","12","N/A","12"
"25.03.2022 18:00 - 25.03.2022 19:00","0","N/A","0"
"25.03.2022 19:00 - 25.03.2022 20:00","0","N/A","0"
"25.03.2022 20:00 - 25.03.2022 21:00","0","N/A","0"
"25.03.2022 21:00 - 25.03.2022 22:00","0","N/A","0"
"25.03.2022 22:00 - 25.03.2022 23:00","0","N/A","0"
"25.03.2022 23:00 - 26.03.2022 00:00","0","N/A","0"
"26.03.2022 00:00 - 26.03.2022 01:00","0","N/A","0"
"26.03.2022 01:00 - 26.03.2022 02:00","0","N/A","0"
"26.03.2022 02:00 - 26.03.2022 03:00","23","N/A","0"
"26.03.2022 03:00 - 26.03.2022 04:00","23","N/A","0"
"26.03.2022 04:00 - 26.03.2022 05:00","23","N/A","0"
"26.03.2022 05:00 - 26.03.2022 06:00","23","N/A","0"
"26.03.2022 06:00 - 26.03.2022 07:00","38","N/A","10"
"26.03.2022 07:00 - 26.03.2022 08:00","69","N/A","45"
"26.03.2022 08:00 - 26.03.2022 09:00","99","N/A","88"
"26.03.2022 09:00 - 26.03.2022 10:00","124","N/A","124"
"26.03.2022 10:00 - 26.03.2022 11:00","149","N/A","150"
"26.03.2022 11:00 - 26.03.2022 12:00","162","N/A","163"
"26.03.2022 12:00 - 26.03.2022 13:00","165","N/A","166"
"26.03.2022 13:00 - 26.03.2022 14:00","154","N/A","155"
"26.03.2022 14:00 - 26.03.2022 15:00","127","N/A","128"
"26.03.2022 15:00 - 26.03.2022 16:00","93","N/A","94"
"26.03.2022 16:00 - 26.03.2022 17:00","50","N/A","50"
"26.03.2022 17:00 - 26.03.2022 18:00","13","N/A","13"
"26.03.2022 18:00 - 26.03.2022 19:00","0","N/A","0"
"26.03.2022 19:00 - 26.03.2022 20:00","0","N/A","0"
"26.03.2022 20:00 - 26.03.2022 21:00","0","N/A","0"
"26.03.2022 21:00 - 26.03.2022 22:00","0","N/A","0"
"26.03.2022 22:00 - 26.03.2022 23:00","0","N/A","0"
"26.03.2022 23:00 - 27.03.2022 00:00","0","N/A","0"
"27.03.2022 00:00 - 27.03.2022 01:00","0","N/A","0"
"27.03.2022 01:00 - 27.03.2022 02:00","0","N/A","0"
"27.03.2022 02:00 - 27.03.2022 03:00","","",""
"27.03.2022 03:00 - 27.03.2022 04:00","0","N/A","0"
"27.03.2022 04:00 - 27.03.2022 05:00","0","N/A","0"
"27.03.2022 05:00 - 27.03.2022 06:00","0","N/A","0"
"27.03.2022 06:00 - 27.03.2022 07:00","0","N/A","10"
"27.03.2022 07:00 - 27.03.2022 08:00","11","N/A","44"
"27.03.2022 08:00 - 27.03.2022 09:00","45","N/A","87"
"27.03.2022 09:00 - 27.03.2022 10:00","88","N/A","124"
"27.03.2022 10:00 - 27.03.2022 11:00","124","N/A","148"
"27.03.2022 11:00 - 27.03.2022 12:00","148","N/A","161"
"27.03.2022 12:00 - 27.03.2022 13:00","161","N/A","164"
"27.03.2022 13:00 - 27.03.2022 14:00","163","N/A","151"
"27.03.2022 14:00 - 27.03.2022 15:00","151","N/A","125"
"27.03.2022 15:00 - 27.03.2022 16:00","126","N/A","92"
"27.03.2022 16:00 - 27.03.2022 17:00","91","N/A","50"
"27.03.2022 17:00 - 27.03.2022 18:00","49","N/A","13"
"27.03.2022 18:00 - 27.03.2022 19:00","13","N/A","0"
"27.03.2022 19:00 - 27.03.2022 20:00","0","N/A","0"
"27.03.2022 20:00 - 27.03.2022 21:00","0","N/A","0"
"27.03.2022 21:00 - 27.03.2022 22:00","0","N/A","0"
"27.03.2022 22:00 - 27.03.2022 23:00","0","N/A","0"
"27.03.2022 23:00 - 28.03.2022 00:00","0","N/A","0"
"28.03.2022 00:00 - 28.03.2022 01:00","0","N/A","0"
"28.03.2022 01:00 - 28.03.2022 02:00","0","N/A","0"
"28.03.2022 02:00 - 28.03.2022 03:00","0","N/A","0"
"28.03.2022 03:00 - 28.03.2022 04:00","0","N/A","0"
"28.03.2022 04:00 - 28.03.2022 05:00","0","N/A","0"
"28.03.2022 05:00 - 28.03.2022 06:00","0","N/A","0"
"28.03.2022 06:00 - 28.03.2022 07:00","11","N/A","11"
"28.03.2022 07:00 - 28.03.2022 08:00","45","N/A","45"
"28.03.2022 08:00 - 28.03.2022 09:00","87","N/A","87"
"28.03.2022 09:00 - 28.03.2022 10:00","121","N/A","121"
"28.03.2022 10:00 - 28.03.2022 11:00","145","N/A","145"
"28.03.2022 11:00 - 28.03.2022 12:00","156","N/A","156"
"28.03.2022 12:00 - 28.03.2022 13:00","157","N/A","157"
"28.03.2022 13:00 - 28.03.2022 14:00","147","N/A","147"
"28.03.2022 14:00 - 28.03.2022 15:00","125","N/A","126"
"28.03.2022 15:00 - 28.03.2022 16:00","93","N/A","93"
"28.03.2022 16:00 - 28.03.2022 17:00","51","N/A","51"
"28.03.2022 17:00 - 28.03.2022 18:00","14","N/A","14"
"28.03.2022 18:00 - 28.03.2022 19:00","0","N/A","0"
"28.03.2022 19:00 - 28.03.2022 20:00","0","N/A","0"
"28.03.2022 20:00 - 28.03.2022 21:00","0","N/A","0"
"28.03.2022 21:00 - 28.03.2022 22:00","0","N/A","0"
"28.03.2022 22:00 - 28.03.2022 23:00","0","N/A","0"
"28.03.2022 23:00 - 29.03.2022 00:00","0","N/A","0"
"29.03.2022 00:00 - 29.03.2022 01:00","0","N/A","0"
"29.03.2022 01:00 - 29.03.2022 02:00","0","N/A","0"
"29.03.2022 02:00 - 29.03.2022 03:00","0","N/A","0"
"29.03.2022 03:00 - 29.03.2022 04:00","0","N/A","0"
"29.03.2022 04:00 - 29.03.2022 05:00","0","N/A","0"
"29.03.2022 05:00 - 29.03.2022 06:00","0","N/A","0"
"29.03.2022 06:00 - 29.03.2022 07:00","9","N/A","9"
"29.03.2022 07:00 - 29.03.2022 08:00","36","N/A","36"
"29.03.2022 08:00 - 29.03.2022 09:00","70","N/A","72"
"29.03.2022 09:00 - 29.03.2022 10:00","97","N/A","102"
"29.03.2022 10:00 - 29.03.2022 11:00","109","N/A","117"
"29.03.2022 11:00 - 29.03.2022 12:00","110","N/A","119"
"29.03.2022 12:00 - 29.03.2022 13:00","110","N/A","114"
"29.03.2022 13:00 - 29.03.2022 14:00","96","N/A","105"
"29.03.2022 14:00 - 29.03.2022 15:00","82","N/A","87"
"29.03.2022 15:00 - 29.03.2022 16:00","62","N/A","61"
"29.03.2022 16:00 - 29.03.2022 17:00","38","N/A","33"
"29.03.2022 17:00 - 29.03.2022 18:00","14","N/A","12"
"29.03.2022 18:00 - 29.03.2022 19:00","2","N/A","2"
"29.03.2022 19:00 - 29.03.2022 20:00","0","N/A","0"
"29.03.2022 20:00 - 29.03.2022 21:00","0","N/A","0"
"29.03.2022 21:00 - 29.03.2022 22:00","0","N/A","0"
"29.03.2022 22:00 - 29.03.2022 23:00","0","N/A","0"
"29.03.2022 23:00 - 30.03.2022 00:00","0","N/A","0"
"30.03.2022 00:00 - 30.03.2022 01:00","0","N/A","0"
"30.03.2022 01:00 - 30.03.2022 02:00","0","N/A","0"
"30.03.2022 02:00 - 30.03.2022 03:00","0","N/A","0"
"30.03.2022 03:00 - 30.03.2022 04:00","0","N/A","0"
"30.03.2022 04:00 - 30.03.2022 05:00","0","N/A","0"
"30.03.2022 05:00 - 30.03.2022 06:00","0","N/A","0"
"30.03.2022 06:00 - 30.03.2022 07:00","4","N/A","5"
"30.03.2022 07:00 - 30.03.2022 08:00","14","N/A","19"
"30.03.2022 08:00 - 30.03.2022 09:00","27","N/A","37"
"30.03.2022 09:00 - 30.03.2022 10:00","37","N/A","49"
"30.03.2022 10:00 - 30.03.2022 11:00","38","N/A","52"
"30.03.2022 11:00 - 30.03.2022 12:00","35","N/A","50"
"30.03.2022 12:00 - 30.03.2022 13:00","34","N/A","44"
"30.03.2022 13:00 - 30.03.2022 14:00","33","N/A","39"
"30.03.2022 14:00 - 30.03.2022 15:00","30","N/A","30"
"30.03.2022 15:00 - 30.03.2022 16:00","25","N/A","22"
"30.03.2022 16:00 - 30.03.2022 17:00","17","N/A","16"
"30.03.2022 17:00 - 30.03.2022 18:00","8","N/A","6"
"30.03.2022 18:00 - 30.03.2022 19:00","2","N/A","2"
"30.03.2022 19:00 - 30.03.2022 20:00","0","N/A","0"
"30.03.2022 20:00 - 30.03.2022 21:00","0","N/A","0"
"30.03.2022 21:00 - 30.03.2022 22:00","0","N/A","0"
"30.03.2022 22:00 - 30.03.2022 23:00","0","N/A","0"
"30.03.2022 23:00 - 31.03.2022 00:00","0","N/A","0"
"31.03.2022 00:00 - 31.03.2022 01:00","0","N/A","0"
"31.03.2022 01:00 - 31.03.2022 02:00","0","N/A","0"
"31.03.2022 02:00 - 31.03.2022 03:00","0","N/A","0"
"31.03.2022 03:00 - 31.03.2022 04:00","0","N/A","0"
"31.03.2022 04:00 - 31.03.2022 05:00","0","N/A","0"
"31.03.2022 05:00 - 31.03.2022 06:00","0","N/A","0"
"31.03.2022 06:00 - 31.03.2022 07:00","1","N/A","1"
"31.03.2022 07:00 - 31.03.2022 08:00","6","N/A","5"
"31.03.2022 08:00 - 31.03.2022 09:00","13","N/A","11"
"31.03.2022 09:00 - 31.03.2022 10:00","20","N/A","15"
"31.03.2022 10:00 - 31.03.2022 11:00","26","N/A","22"
"31.03.2022 11:00 - 31.03.2022 12:00","30","N/A","32"
"31.03.2022 12:00 - 31.03.2022 13:00","30","N/A","32"
"31.03.2022 13:00 - 31.03.2022 14:00","27","N/A","27"
"31.03.2022 14:00 - 31.03.2022 15:00","25","N/A","24"
"31.03.2022 15:00 - 31.03.2022 16:00","16","N/A","20"
"31.03.2022 16:00 - 31.03.2022 17:00","12","N/A","17"
"31.03.2022 17:00 - 31.03.2022 18:00","6","N/A","8"
"31.03.2022 18:00 - 31.03.2022 19:00","2","N/A","2"
"31.03.2022 19:00 - 31.03.2022 20:00","0","N/A","0"
"31.03.2022 20:00 - 31.03.2022 21:00","0","N/A","0"
"31.03.2022 21:00 - 31.03.2022 22:00","0","N/A","0"
"31.03.2022 22:00 - 31.03.2022 23:00","0","N/A","0"
"31.03.2022 23:00 - 01.04.2022 00:00","0","N/A","0"
"01.04.2022 00:00 - 01.04.2022 01:00","0","N/A","0"
"01.04.2022 01:00 - 01.04.2022 02:00","0","N/A","0"
"01.04.2022 02:00 - 01.04.2022 03:00","0","N/A","0"
"01.04.2022 03:00 - 01.04.2022 04:00","0","N/A","0"
"01.04.2022 04:00 - 01.04.2022 05:00","0","N/A","0"
"01.04.2022 05:00 - 01.04.2022 06:00","0","N/A","0"
"01.04.2022 06:00 - 01.04.2022 07:00","2","N/A","2"
"01.04.2022 07:00 - 01.04.2022 08:00","7","N/A","7"
"01.04.2022 08:00 - 01.04.2022 09:00","17","N/A","16"
"01.04.2022 09:00 - 01.04.2022 10:00","28","N/A","24"
"01.04.2022 10:00 - 01.04.2022 11:00","41","N/A","33"
"01.04.2022 11:00 - 01.04.2022 12:00","56","N/A","46"
"01.04.2022 12:00 - 01.04.2022 13:00","55","N/A","54"
"01.04.2022 13:00 - 01.04.2022 14:00","57","N/A","58"
"01.04.2022 14:00 - 01.04.2022 15:00","52","N/A","52"
"01.04.2022 15:00 - 01.04.2022 16:00","44","N/A","45"
"01.04.2022 16:00 - 01.04.2022 17:00","37","N/A","28"
"01.04.2022 17:00 - 01.04.2022 18:00","19","N/A","11"
"01.04.2022 18:00 - 01.04.2022 19:00","6","N/A","4"
"01.04.2022 19:00 - 01.04.2022 20:00","0","N/A","0"
"01.04.2022 20:00 - 01.04.2022 21:00","0","N/A","0"
"01.04.2022 21:00 - 01.04.2022 22:00","0","N/A","0"
"01.04.2022 22:00 - 01.04.2022 23:00","0","N/A","0"
"01.04.2022 23:00 - 02.04.2022 00:00","0","N/A","0"
"02.04.2022 00:00 - 02.04.2022 01:00","0","N/A","0"
"02.04.2022 01:00 - 02.04.2022 02:00","0","N/A","0"
"02.04.2022 02:00 - 02.04.2022 03:00","0","N/A","0"
"02.04.2022 03:00 - 02.04.2022 04:00","0","N/A","0"
"02.04.2022 04:00 - 02.04.2022 05:00","0","N/A","0"
"02.04.2022 05:00 - 02.04.2022 06:00","0","N/A","0"
"02.04.2022 06:00 - 02.04.2022 07:00","1","N/A","1"
"02.04.2022 07:00 - 02.04.2022 08:00","8","N/A","4"
"02.04.2022 08:00 - 02.04.2022 09:00","24","N/A","10"
"02.04.2022 09:00 - 02.04.2022 10:00","39","N/A","16"
"02.04.2022 10:00 - 02.04.2022 11:00","55","N/A","26"
"02.04.2022 11:00 - 02.04.2022 12:00","57","N/A","34"
"02.04.2022 12:00 - 02.04.2022 13:00","55","N/A","40"
"02.04.2022 13:00 - 02.04.2022 14:00","62","N/A","42"
"02.04.2022 14:00 - 02.04.2022 15:00","58","N/A","44"
"02.04.2022 15:00 - 02.04.2022 16:00","61","N/A","40"
"02.04.2022 16:00 - 02.04.2022 17:00","42","N/A","28"
"02.04.2022 17:00 - 02.04.2022 18:00","21","N/A","15"
"02.04.2022 18:00 - 02.04.2022 19:00","8","N/A","6"
"02.04.2022 19:00 - 02.04.2022 20:00","0","N/A","0"
"02.04.2022 20:00 - 02.04.2022 21:00","0","N/A","0"
"02.04.2022 21:00 - 02.04.2022 22:00","0","N/A","0"
"02.04.2022 22:00 - 02.04.2022 23:00","0","N/A","0"
"02.04.2022 23:00 - 03.04.2022 00:00","0","N/A","0"
"03.04.2022 00:00 - 03.04.2022 01:00","0","N/A","0"
"03.04.2022 01:00 - 03.04.2022 02:00","0","N/A","0"
"03.04.2022 02:00 - 03.04.2022 03:00","0","N/A","0"
"03.04.2022 03:00 - 03.04.2022 04:00","0","N/A","0"
"03.04.2022 04:00 - 03.04.2022 05:00","0","N/A","0"
"03.04.2022 05:00 - 03.04.2022 06:00","0","N/A","0"
"03.04.2022 06:00 - 03.04.2022 07:00","0","N/A","0"
"03.04.2022 07:00 - 03.04.2022 08:00","5","N/A","5"
"03.04.2022 08:00 - 03.04.2022 09:00","19","N/A","19"
"03.04.2022 09:00 - 03.04.2022 10:00","38","N/A","38"
"03.04.2022 10:00 - 03.04.2022 11:00","53","N/A","54"
"03.04.2022 11:00 - 03.04.2022 12:00","61","N/A","62"
"03.04.2022 12:00 - 03.04.2022 13:00","66","N/A","69"
"03.04.2022 13:00 - 03.04.2022 14:00","69","N/A","70"
"03.04.2022 14:00 - 03.04.2022 15:00","76","N/A","67"
"03.04.2022 15:00 - 03.04.2022 16:00","72","N/A","66"
"03.04.2022 16:00 - 03.04.2022 17:00","48","N/A","45"
"03.04.2022 17:00 - 03.04.2022 18:00","27","N/A","28"
"03.04.2022 18:00 - 03.04.2022 19:00","9","N/A","10"
"03.04.2022 19:00 - 03.04.2022 20:00","0","N/A","0"
"03.04.2022 20:00 - 03.04.2022 21:00","0","N/A","0"
"03.04.2022 21:00 - 03.04.2022 22:00","0","N/A","0"
"03.04.2022 22:00 - 03.04.2022 23:00","0","N/A","0"
"03.04.2022 23:00 - 04.04.2022 00:00","0","N/A","0"
"04.04.2022 00:00 - 04.04.2022 01:00","0","N/A","0"
"04.04.2022 01:00 - 04.04.2022 02:00","0","N/A","0"
"04.04.2022 02:00 - 04.04.2022 03:00","0","N/A","0"
"04.04.2022 03:00 - 04.04.2022 04:00","0","N/A","0"
"04.04.2022 04:00 - 04.04.2022 05:00","0","N/A","0"
"04.04.2022 05:00 - 04.04.2022 06:00","0","N/A","0"
"04.04.2022 06:00 - 04.04.2022 07:00","0","N/A","0"
"04.04.2022 07:00 - 04.04.2022 08:00","6","N/A","4"
"04.04.2022 08:00 - 04.04.2022 09:00","23","N/A","17"
"04.04.2022 09:00 - 04.04.2022 10:00","46","N/A","34"
"04.04.2022 10:00 - 04.04.2022 11:00","60","N/A","46"
"04.04.2022 11:00 - 04.04.2022 12:00","67","N/A","53"
"04.04.2022 12:00 - 04.04.2022 13:00","65","N/A","60"
"04.04.2022 13:00 - 04.04.2022 14:00","73","N/A","65"
"04.04.2022 14:00 - 04.04.2022 15:00","69","N/A","63"
"04.04.2022 15:00 - 04.04.2022 16:00","73","N/A","60"
"04.04.2022 16:00 - 04.04.2022 17:00","63","N/A","48"
"04.04.2022 17:00 - 04.04.2022 18:00","40","N/A","33"
"04.04.2022 18:00 - 04.04.2022 19:00","13","N/A","12"
"04.04.2022 19:00 - 04.04.2022 20:00","0","N/A","0"
"04.04.2022 20:00 - 04.04.2022 21:00","0","N/A","0"
"04.04.2022 21:00 - 04.04.2022 22:00","0","N/A","0"
"04.04.2022 22:00 - 04.04.2022 23:00","0","N/A","0"
"04.04.2022 23:00 - 05.04.2022 00:00","0","N/A","0"
"05.04.2022 00:00 - 05.04.2022 01:00","0","N/A","0"
"05.04.2022 01:00 - 05.04.2022 02:00","0","N/A","0"
"05.04.2022 02:00 - 05.04.2022 03:00","0","N/A","0"
"05.04.2022 03:00 - 05.04.2022 04:00","0","N/A","0"
"05.04.2022 04:00 - 05.04.2022 05:00","0","N/A","0"
"05.04.2022 05:00 - 05.04.2022 06:00","0","N/A","0"
"05.04.2022 06:00 - 05.04.2022 07:00","0","N/A","0"
"05.04.2022 07:00 - 05.04.2022 08:00","8","N/A","8"
"05.04.2022 08:00 - 05.04.2022 09:00","23","N/A","27"
"05.04.2022 09:00 - 05.04.2022 10:00","44","N/A","47"
"05.04.2022 10:00 - 05.04.2022 11:00","61","N/A","56"
"05.04.2022 11:00 - 05.04.2022 12:00","76","N/A","71"
"05.04.2022 12:00 - 05.04.2022 13:00","85","N/A","86"
"05.04.2022 13:00 - 05.04.2022 14:00","102","N/A","100"
"05.04.2022 14:00 - 05.04.2022 15:00","100","N/A","115"
"05.04.2022 15:00 - 05.04.2022 16:00","99","N/A","111"
"05.04.2022 16:00 - 05.04.2022 17:00","72","N/A","81"
"05.04.2022 17:00 - 05.04.2022 18:00","46","N/A","49"
"05.04.2022 18:00 - 05.04.2022 19:00","16","N/A","16"
"05.04.2022 19:00 - 05.04.2022 20:00","0","N/A","0"
"05.04.2022 20:00 - 05.04.2022 21:00","0","N/A","0"
"05.04.2022 21:00 - 05.04.2022 22:00","0","N/A","0"
"05.04.2022 22:00 - 05.04.2022 23:00","0","N/A","0"
"05.04.2022 23:00 - 06.04.2022 00:00","0","N/A","0"
"06.04.2022 00:00 - 06.04.2022 01:00","0","N/A","0"
"06.04.2022 01:00 - 06.04.2022 02:00","0","N/A","0"
"06.04.2022 02:00 - 06.04.2022 03:00","0","N/A","0"
"06.04.2022 03:00 - 06.04.2022 04:00","0","N/A","0"
"06.04.2022 04:00 - 06.04.2022 05:00","0","N/A","0"
"06.04.2022 05:00 - 06.04.2022 06:00","0","N/A","0"
"06.04.2022 06:00 - 06.04.2022 07:00","0","N/A","0"
"06.04.2022 07:00 - 06.04.2022 08:00","9","N/A","9"
"06.04.2022 08:00 - 06.04.2022 09:00","36","N/A","37"
"06.04.2022 09:00 - 06.04.2022 10:00","78","N/A","83"
"06.04.2022 10:00 - 06.04.2022 11:00","112","N/A","118"
"06.04.2022 11:00 - 06.04.2022 12:00","126","N/A","147"
"06.04.2022 12:00 - 06.04.2022 13:00","130","N/A","146"
"06.04.2022 13:00 - 06.04.2022 14:00","127","N/A","137"
"06.04.2022 14:00 - 06.04.2022 15:00","119","N/A","128"
"06.04.2022 15:00 - 06.04.2022 16:00","108","N/A","112"
"06.04.2022 16:00 - 06.04.2022 17:00","75","N/A","75"
"06.04.2022 17:00 - 06.04.2022 18:00","48","N/A","44"
"06.04.2022 18:00 - 06.04.2022 19:00","18","N/A","16"
"06.04.2022 19:00 - 06.04.2022 20:00","0","N/A","0"
"06.04.2022 20:00 - 06.04.2022 21:00","0","N/A","0"
"06.04.2022 21:00 - 06.04.2022 22:00","0","N/A","0"
"06.04.2022 22:00 - 06.04.2022 23:00","0","N/A","0"
"06.04.2022 23:00 - 07.04.2022 00:00","0","N/A","0"
"07.04.2022 00:00 - 07.04.2022 01:00","0","N/A","0"
"07.04.2022 01:00 - 07.04.2022 02:00","0","N/A","0"
"07.04.2022 02:00 - 07.04.2022 03:00","0","N/A","0"
"07.04.2022 03:00 - 07.04.2022 04:00","0","N/A","0"
"07.04.2022 04:00 - 07.04.2022 05:00","0","N/A","0"
"07.04.2022 05:00 - 07.04.2022 06:00","0","N/A","0"
"07.04.2022 06:00 - 07.04.2022 07:00","0","N/A","0"
"07.04.2022 07:00 - 07.04.2022 08:00","7","N/A","6"
"07.04.2022 08:00 - 07.04.2022 09:00","29","N/A","25"
"07.04.2022 09:00 - 07.04.2022 10:00","62","N/A","55"
"07.04.2022 10:00 - 07.04.2022 11:00","104","N/A","96"
"07.04.2022 11:00 - 07.04.2022 12:00","148","N/A","143"
"07.04.2022 12:00 - 07.04.2022 13:00","153","N/A","146"
"07.04.2022 13:00 - 07.04.2022 14:00","139","N/A","130"
"07.04.2022 14:00 - 07.04.2022 15:00","117","N/A","115"
"07.04.2022 15:00 - 07.04.2022 16:00","104","N/A","102"
"07.04.2022 16:00 - 07.04.2022 17:00","82","N/A","79"
"07.04.2022 17:00 - 07.04.2022 18:00","54","N/A","47"
"07.04.2022 18:00 - 07.04.2022 19:00","21","N/A","19"
"07.04.2022 19:00 - 07.04.2022 20:00","1","N/A","1"
"07.04.2022 20:00 - 07.04.2022 21:00","0","N/A","0"
"07.04.2022 21:00 - 07.04.2022 22:00","0","N/A","0"
"07.04.2022 22:00 - 07.04.2022 23:00","0","N/A","0"
"07.04.2022 23:00 - 08.04.2022 00:00","0","N/A","0"
"08.04.2022 00:00 - 08.04.2022 01:00","0","N/A","0"
"08.04.2022 01:00 - 08.04.2022 02:00","0","N/A","0"
"08.04.2022 02:00 - 08.04.2022 03:00","0","N/A","0"
"08.04.2022 03:00 - 08.04.2022 04:00","0","N/A","0"
"08.04.2022 04:00 - 08.04.2022 05:00","0","N/A","0"
"08.04.2022 05:00 - 08.04.2022 06:00","0","N/A","0"
"08.04.2022 06:00 - 08.04.2022 07:00","1","N/A","1"
"08.04.2022 07:00 - 08.04.2022 08:00","14","N/A","14"
"08.04.2022 08:00 - 08.04.2022 09:00","49","N/A","48"
"08.04.2022 09:00 - 08.04.2022 10:00","88","N/A","85"
"08.04.2022 10:00 - 08.04.2022 11:00","106","N/A","101"
"08.04.2022 11:00 - 08.04.2022 12:00","119","N/A","113"
"08.04.2022 12:00 - 08.04.2022 13:00","105","N/A","107"
"08.04.2022 13:00 - 08.04.2022 14:00","93","N/A","94"
"08.04.2022 14:00 - 08.04.2022 15:00","78","N/A","85"
"08.04.2022 15:00 - 08.04.2022 16:00","69","N/A","77"
"08.04.2022 16:00 - 08.04.2022 17:00","52","N/A","67"
"08.04.2022 17:00 - 08.04.2022 18:00","36","N/A","42"
"08.04.2022 18:00 - 08.04.2022 19:00","16","N/A","17"
"08.04.2022 19:00 - 08.04.2022 20:00","1","N/A","1"
"08.04.2022 20:00 - 08.04.2022 21:00","0","N/A","0"
"08.04.2022 21:00 - 08.04.2022 22:00","0","N/A","0"
"08.04.2022 22:00 - 08.04.2022 23:00","0","N/A","0"
"08.04.2022 23:00 - 09.04.2022 00:00","0","N/A","0"
"09.04.2022 00:00 - 09.04.2022 01:00","0","N/A","0"
"09.04.2022 01:00 - 09.04.2022 02:00","0","N/A","0"
"09.04.2022 02:00 - 09.04.2022 03:00","0","N/A","0"
"09.04.2022 03:00 - 09.04.2022 04:00","0","N/A","0"
"09.04.2022 04:00 - 09.04.2022 05:00","0","N/A","0"
"09.04.2022 05:00 - 09.04.2022 06:00","0","N/A","0"
"09.04.2022 06:00 - 09.04.2022 07:00","1","N/A","1"
"09.04.2022 07:00 - 09.04.2022 08:00","11","N/A","11"
"09.04.2022 08:00 - 09.04.2022 09:00","36","N/A","36"
"09.04.2022 09:00 - 09.04.2022 10:00","60","N/A","60"
"09.04.2022 10:00 - 09.04.2022 11:00","61","N/A","61"
"09.04.2022 11:00 - 09.04.2022 12:00","54","N/A","54"
"09.04.2022 12:00 - 09.04.2022 13:00","53","N/A","53"
"09.04.2022 13:00 - 09.04.2022 14:00","54","N/A","55"
"09.04.2022 14:00 - 09.04.2022 15:00","33","N/A","33"
"09.04.2022 15:00 - 09.04.2022 16:00","25","N/A","25"
"09.04.2022 16:00 - 09.04.2022 17:00","19","N/A","19"
"09.04.2022 17:00 - 09.04.2022 18:00","12","N/A","12"
"09.04.2022 18:00 - 09.04.2022 19:00","8","N/A","8"
"09.04.2022 19:00 - 09.04.2022 20:00","1","N/A","1"
"09.04.2022 20:00 - 09.04.2022 21:00","0","N/A","0"
"09.04.2022 21:00 - 09.04.2022 22:00","0","N/A","0"
"09.04.2022 22:00 - 09.04.2022 23:00","0","N/A","0"
"09.04.2022 23:00 - 10.04.2022 00:00","0","N/A","0"
"10.04.2022 00:00 - 10.04.2022 01:00","0","N/A","0"
"10.04.2022 01:00 - 10.04.2022 02:00","0","N/A","0"
"10.04.2022 02:00 - 10.04.2022 03:00","0","N/A","0"
"10.04.2022 03:00 - 10.04.2022 04:00","0","N/A","0"
"10.04.2022 04:00 - 10.04.2022 05:00","0","N/A","0"
"10.04.2022 05:00 - 10.04.2022 06:00","0","N/A","0"
"10.04.2022 06:00 - 10.04.2022 07:00","1","N/A","1"
"10.04.2022 07:00 - 10.04.2022 08:00","20","N/A","17"
"10.04.2022 08:00 - 10.04.2022 09:00","64","N/A","61"
"10.04.2022 09:00 - 10.04.2022 10:00","110","N/A","109"
"10.04.2022 10:00 - 10.04.2022 11:00","132","N/A","132"
"10.04.2022 11:00 - 10.04.2022 12:00","126","N/A","135"
"10.04.2022 12:00 - 10.04.2022 13:00","110","N/A","118"
"10.04.2022 13:00 - 10.04.2022 14:00","103","N/A","101"
"10.04.2022 14:00 - 10.04.2022 15:00","93","N/A","103"
"10.04.2022 15:00 - 10.04.2022 16:00","102","N/A","87"
"10.04.2022 16:00 - 10.04.2022 17:00","78","N/A","78"
"10.04.2022 17:00 - 10.04.2022 18:00","45","N/A","54"
"10.04.2022 18:00 - 10.04.2022 19:00","20","N/A","25"
"10.04.2022 19:00 - 10.04.2022 20:00","1","N/A","1"
"10.04.2022 20:00 - 10.04.2022 21:00","0","N/A","0"
"10.04.2022 21:00 - 10.04.2022 22:00","0","N/A","0"
"10.04.2022 22:00 - 10.04.2022 23:00","0","N/A","0"
"10.04.2022 23:00 - 11.04.2022 00:00","0","N/A","0"
"11.04.2022 00:00 - 11.04.2022 01:00","0","N/A","0"
"11.04.2022 01:00 - 11.04.2022 02:00","0","N/A","0"
"11.04.2022 02:00 - 11.04.2022 03:00","0","N/A","0"
"11.04.2022 03:00 - 11.04.2022 04:00","0","N/A","0"
"11.04.2022 04:00 - 11.04.2022 05:00","0","N/A","0"
"11.04.2022 05:00 - 11.04.2022 06:00","0","N/A","0"
"11.04.2022 06:00 - 11.04.2022 07:00","1","N/A","1"
"11.04.2022 07:00 - 11.04.2022 08:00","21","N/A","20"
"11.04.2022 08:00 - 11.04.2022 09:00","60","N/A","55"
"11.04.2022 09:00 - 11.04.2022 10:00","109","N/A","96"
"11.04.2022 10:00 - 11.04.2022 11:00","137","N/A","130"
"11.04.2022 11:00 - 11.04.2022 12:00","140","N/A","149"
"11.04.2022 12:00 - 11.04.2022 13:00","143","N/A","166"
"11.04.2022 13:00 - 11.04.2022 14:00","133","N/A","161"
"11.04.2022 14:00 - 11.04.2022 15:00","126","N/A","152"
"11.04.2022 15:00 - 11.04.2022 16:00","117","N/A","129"
